LEARN @ LVL, NAME,SKILL_ID,TYPE,WEAPON,WEIGHT,RANGE,AOE,TARGET, CAST s,CD s,DURRATION s, DESCR,MP,SP COST,Gold,SP Bottles,REPLACES,RACE,Comment
,,,,,,,,,,,,,,,,,,,----------------------------Armor Mastery----------------------------
76,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +124 and hpReg +4.0; Light: eva +10; Heavy: P.Def +60, HP +200;",0,6.5kk,1kk
77,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +126 and hpReg +4.0; Light: eva +10; Heavy: P.Def +60, HP +200;",0,11kk,1kk
78,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +128 and hpReg +4.0; Light: eva +10; Heavy: P.Def +60, HP +200;",0,16kk,1kk
79,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +130 and hpReg +4.0; Light: eva +10; Heavy: P.Def +60, HP +200;",0,80kk,1kk
80,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +132 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,5kk
81,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +134 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,7.5kk
82,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +136 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,10kk
83,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +138 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,15kk
84,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +140 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,30kk
85,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +142 and hpReg +4.0; Light: eva +11; Heavy: P.Def +80, HP +300;",0,0,50kk
86,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +145 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,75kk
87,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +146 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,100kk
88,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +149 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,100kk
89,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +152 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,100kk
90,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +155 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,100kk
,,,,,,,,,,,,,,,,,,,----------------------------Two-Hand Mastery----------------------------
76,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +632; p.atk +153; Allow basic attack to hit around in 150 range (max 10 targets);",0,6.5kk,1kk
77,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +649; p.atk +156; Allow basic attack to hit around in 150 range (max 10 targets);",0,11kk,1kk
78,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +666; p.atk +159; Allow basic attack to hit around in 150 range (max 10 targets);",0,16kk,1kk
79,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +678; p.atk +162; Allow basic attack to hit around in 150 range (max 10 targets);",0,80kk,1kk
80,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +690; p.atk +165; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,5kk
81,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +707; p.atk +168; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,7.5kk
82,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +724; p.atk +171; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,10kk
83,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +741; p.atk +174; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,15kk
84,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +758; p.atk +177; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,30kk
85,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +775; p.atk +180; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,50kk
86,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +792; p.atk +184; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,75kk
87,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +809; p.atk +188; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,100kk
88,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +826; p.atk +192; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,100kk
89,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +843; p.atk +196; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,100kk
90,Two-Hand Mastery,warrior_blunt_mastery,passive,blunt/2,,0,0,self/single,0,0,0,"With 2h blunt: crit dmg +860; p.atk +200; Allow basic attack to hit around in 150 range (max 10 targets);",0,0,100kk
,,,,,,,,,,,,,,,,,,,----------------------------Final Stand----------------------------
80,Final Stand,final_stand,Passive,,,0,0,self/single,0,0,0,"When hp is below 75% increase P.Atk with 15% and acc +3, when HP is below 50% increase P.Atk with 25% and acc +6, when HP is below 25% increase P.Atk with 35% and acc +9;",0,0,5kk,,,
90,Final Stand,final_stand,Passive,,,0,0,self/single,0,0,0,"When hp is below 75% increase P.Atk with 20% and acc +4, when HP is below 50% increase P.Atk with 30% and acc +7, when HP is below 25% increase P.Atk with 40% and acc +10;",0,0,100kk,,,
,,,,,,,,,,,,,,,,,,,---------------------------Shout----------------------------
76,HP Boost,hp_boost,Passive,,,0,0,self/single,0,0,0,"Increase max HP +1100",0,6.5kk,1kk
78,HP Boost,hp_boost,Passive,,,0,0,self/single,0,0,0,"Increase max HP +1300",0,16kk,1kk
80,HP Boost,hp_boost,Passive,,,0,0,self/single,0,0,0,"Increase max HP +1500",0,0,5kk
82,HP Boost,hp_boost,Passive,,,0,0,self/single,0,0,0,"Increase max HP +1700",0,0,10kk
84,HP Boost,hp_boost,Passive,,,0,0,self/single,0,0,0,"Increase max HP +1900",0,0,30kk
86,HP Boost,hp_boost,Passive,,,0,0,self/single,0,0,0,"Increase max HP +2100",0,0,75kk
88,HP Boost,hp_boost,Passive,,,0,0,self/single,0,0,0,"Increase max HP +2300",0,0,100kk
90,HP Boost,hp_boost,Passive,,,0,0,self/single,0,0,0,"Increase max HP +2500",0,0,100kk
,,,,,,,,,,,,,,,,,,,----------------------------Life Support----------------------------
80,Life support,waraoe_life_support,Passive,,,0,0,self/single,0,15,10,"20% chance to heal for 15% max HP, and leave lingering 300/s healing effect",0,0,5kk,,,Elf
,,,,,,,,,,,,,,,,,,,----------------------------Blood Support----------------------------
80,Blood support,waraoe_blood_support,Passive,,,0,0,self/single,0,15,10,"20% chance to heal for 15% max HP, and leave lingering 15% vampiric effect",0,0,5kk,,,Demon
,,,,,,,,,,,,,,,,,,,----------------------------Vanguard Support----------------------------
80,Vanguard support,waraoe_support,Passive,,,0,0,self/single,0,15,10,"20% chance to heal for 15% max HP, and leave lingering 5% vampiric and 100/s healing effect",0,0,5kk,,,Human
,,,,,,,,,,,,,,,,,,,----------------------------Overpower----------------------------
76,Overpower,overpower,passive,,,0,0,self/single,0,0,0,double rate 10% - skills marked [Double] strike for DOUBLE damage that often - scales with ATK - without this passive NO skill can double,0,6.5kk,1kk
,,,,,,,,,,,,,,,,,,,----------------------------Overpower Mastery----------------------------
81,Overpower Mastery,double_mastery,Toggle,,,0,0,self/single,0,0,0,Doubles the base of EVERY skill mastery you have; increases P.MP consumation by 25%; Consume 50 HP/s,0,200kk,25kk,,,,Worth nothing without a mastery passive - it doubles whichever bases you have rather than a fixed one
,,,,,,,,,,,,,,,,,,,----------------------------Battle Momentum----------------------------
76,Battle Momentum,reuse_reset_momentum,passive,,,0,0,self/single,0,0,0,reuse reset 5% - a skill you cast has that chance to come off reuse immediately - never on a fixed-cooldown skill - scales with ATK,0,6.5kk,1kk,,,,Same id as the Magus Arcane Momentum - one skill - one number - a name per class
,,,,,,,,,,,,,,,,,,,----------------------------Master of Combat----------------------------
76,Master of Combat,master_of_combat,Toggle,blunt/2,,0,0,self/single,0,0,0,"Increase accuracy +10, P.Def with 25%, M.Def with 15%, Atk.Speed +20%, Decrease speed with 30%; Consume 30 MP/s",30,6.5kk,1kk
,,,,,,,,,,,,,,,,,,,----------------------------Charge----------------------------
76,Charge,warrior_charge,physical/active,sword|blunt/2,,600,0,enemy/single,0.5,5,1,Charges to enemy; Min charge distance 150,50,6.5kk,1kk
80,Charge,warrior_charge_normal,physical/active,sword|blunt/2,,800,0,enemy/single,0.5,5,1,Charges to enemy; Min charge distance 150,70,0,5kk,,[warrior_charge flash_step charge_n_shock warrior_charge_aoe]
80,Flash Step,flash_step,physical/active,sword|blunt/2,,800,0,enemy/single,0,10,0,Charges to enemy; Min charge distance 150,70,0,5kk,,[warrior_charge warrior_charge_normal charge_n_shock warrior_charge_aoe]
80,Charge n Shock,charge_n_shock,physical/active,sword|blunt/2,,800,0,enemy/single,0.5,10,2,Charges to enemy; Min charge distance 150; Chance to stun target for 2s,70,0,5kk,,[warrior_charge warrior_charge_normal flash_step warrior_charge_aoe]
80,Charge n Stomp,warrior_charge_aoe,physical/active,sword|blunt/2,,800,200,enemy/aoe,0.5,10,1,Charges to enemy; Min charge distance 150; Dmg enemies with power +5000,70,0,5kk,,[warrior_charge warrior_charge_normal flash_step charge_n_shock]
,,,,,,,,,,,,,,,,,,,---------------------------Taunting Shout----------------------------
80,Taunting Shout,taunting_shout,Physical/Debuf,blunt/2,,0,600,enemy/aoe,1,20,30,"Shouts to do provoke enemies in a large area and make them vunarable to bludgering attacks (25% more dmg from blunts);",70,0,5kk,,,
90,Taunting Shout,taunting_shout,Physical/Debuf,blunt/2,,0,600,enemy/aoe,1,20,30,"Shouts to do provoke enemies in a large area and make them vunarable to bludgering attacks (30% more dmg from blunts);",80,0,100kk,,,
,,,,,,,,,,,,,,,,,,,---------------------------Shout----------------------------
76,Shattaring Shout,shattering_shout,Physical/Debuf,blunt/2,,0,200,enemy/aoe,1,10,15,"Decrease P.Def of Enemies with 25%;",80,6.5kk,1kk,,,Human
78,Shattaring Shout,shattering_shout,Physical/Debuf,blunt/2,,0,200,enemy/aoe,1,10,15,"Decrease P.Def of Enemies with 25%;",84,16kk,1kk,,,Human
80,Shattaring Shout,shattering_shout,Physical/Debuf,blunt/2,,0,200,enemy/aoe,1,10,15,"Decrease P.Def of Enemies with 25%;",88,0,5kk,,,Human
82,Shattaring Shout,shattering_shout,Physical/Debuf,blunt/2,,0,200,enemy/aoe,1,10,15,"Decrease P.Def of Enemies with 25%;",92,0,10kk,,,Human
84,Shattaring Shout,shattering_shout,Physical/Debuf,blunt/2,,0,200,enemy/aoe,1,10,15,"Decrease P.Def of Enemies with 27%;",98,0,30kk,,,Human
86,Shattaring Shout,shattering_shout,Physical/Debuf,blunt/2,,0,200,enemy/aoe,1,10,15,"Decrease P.Def of Enemies with 27%;",102,0,75kk,,,Human
88,Shattaring Shout,shattering_shout,Physical/Debuf,blunt/2,,0,200,enemy/aoe,1,10,15,"Decrease P.Def of Enemies with 27%;",106,0,100kk,,,Human
90,Shattaring Shout,shattering_shout,Physical/Debuf,blunt/2,,0,200,enemy/aoe,1,10,15,"Decrease P.Def of Enemies with 27%;",110,0,100kk,,,Human
,,,,,,,,,,,,,,,,,,,---------------------------Shout----------------------------
