LEARN @ LVL, NAME,SKILL_ID,TYPE,WEAPON,WEIGHT,RANGE,AOE,TARGET, CAST s,CD s,DURRATION s, DESCR,MP,SP COST,Gold,SP Bottles,REPLACES,RACE,Comment
,,,,,,,,,,,,,,,,,,,----------------------------Armor Mastery----------------------------
76,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +124 and hpReg +4.0; Light: eva +10; Heavy: P.Def +60, HP +200;",0,6.5kk,1kk
77,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +126 and hpReg +4.0; Light: eva +10; Heavy: P.Def +60, HP +200;",0,11kk,1kk
78,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +128 and hpReg +4.0; Light: eva +10; Heavy: P.Def +60, HP +200;",0,16kk,1kk
79,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +130 and hpReg +4.0; Light: eva +10; Heavy: P.Def +60, HP +200;",0,80kk,1kk
80,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +132 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,5kk
81,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +134 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,7.5kk
82,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +136 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,10kk
83,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +138 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,15kk
84,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +140 and hpReg +4.0; Light: eva +11; Heavy: P.Def +70, HP +250;",0,0,30kk
85,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +142 and hpReg +4.0; Light: eva +11; Heavy: P.Def +80, HP +300;",0,0,50kk
86,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +145 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,75kk
87,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +146 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,100kk
88,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +149 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,100kk
89,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +152 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,100kk
90,Armor Mastery,warrior_armor_mastery,passive,,heavy|light,0,0,self/single,0,0,0,"P.def +155 and hpReg +4.0; Light: eva +12; Heavy: P.Def +80, HP +300;",0,0,100kk
,,,,,,,,,,,,,,,,,,,----------------------------Two-Hand Mastery----------------------------
76,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +632; p.atk +153;",0,6.5kk,1kk
77,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +649; p.atk +156;",0,11kk,1kk
78,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +666; p.atk +159;",0,16kk,1kk
79,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +678; p.atk +162;",0,80kk,1kk
80,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +690; p.atk +165;",0,0,5kk
81,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +707; p.atk +168;",0,0,7.5kk
82,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +724; p.atk +171;",0,0,10kk
83,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +741; p.atk +174;",0,0,15kk
84,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +758; p.atk +177;",0,0,30kk
85,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +775; p.atk +180;",0,0,50kk
86,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +792; p.atk +184;",0,0,75kk
87,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +809; p.atk +188;",0,0,100kk
88,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +826; p.atk +192;",0,0,100kk
89,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +843; p.atk +196;",0,0,100kk
90,Two-Hand Mastery,warrior_sword_mastery,passive,sword/2,,0,0,self/single,0,0,0,"With 2h sword: crit dmg +860; p.atk +200;",0,0,100kk
,,,,,,,,,,,,,,,,,,,----------------------------Overpower----------------------------
76,Overpower,overpower,passive,,,0,0,self/single,0,0,0,double rate 10% - skills marked [Double] strike for DOUBLE damage that often - scales with ATK - without this passive NO skill can double,0,6.5kk,1kk
,,,,,,,,,,,,,,,,,,,----------------------------Overpower Mastery----------------------------
81,Overpower Mastery,double_mastery,Toggle,,,0,0,self/single,0,0,0,Doubles the base of EVERY skill mastery you have; increases P.MP consumation by 25%; Consume 50 HP/s,0,200kk,25kk,,,,Worth nothing without a mastery passive - it doubles whichever bases you have rather than a fixed one
,,,,,,,,,,,,,,,,,,,----------------------------Battle Momentum----------------------------
76,Battle Momentum,reuse_reset_momentum,passive,,,0,0,self/single,0,0,0,reuse reset 5% - a skill you cast has that chance to come off reuse immediately - never on a fixed-cooldown skill - scales with ATK,0,6.5kk,1kk,,,,Same id as the Magus Arcane Momentum - one skill - one number - a name per class
,,,,,,,,,,,,,,,,,,,----------------------------Charge----------------------------
76,Charge,warrior_charge,physical/active,sword|blunt/2,,600,0,target/single,0.5,5,1,Charges to enemy; Min charge distance 150,50,6.5kk,1kk
,,,,,,,,,,,,,,,,,,,----------------------------Champion Presence----------------------------
76,Champion Presence,warrior_champion_presence,physical buff,,,0,0,self/single,1,5,600,"Increase: Attack Speed with 15%, PVP Dmg with 15%",80,6.5kk,1kk,,,Human
85,Champion Presence,warrior_champion_presence,physical buff,,,0,0,self/single,1,5,600,"Increase: Attack Speed with 20%, PVP Dmg with 25%",100,0,50kk,,,Human
,,,,,,,,,,,,,,,,,,,----------------------------Berserker Presence----------------------------
76,Berserker Presence,warrior_berserker_presence,physical buff,,,0,0,self/single,1,5,600,"Increase: P.Atk with 20%, Acc +5",80,6.5kk,1kk,,,Demon
85,Berserker Presence,warrior_berserker_presence,physical buff,,,0,0,self/single,1,5,600,"Increase: P.Atk with 25%, Acc +7",100,0,50kk,,,Demon
,,,,,,,,,,,,,,,,,,,----------------------------Saints Presence----------------------------
76,Saints Presence,warrior_saints_presence,physical buff,,,0,0,self/single,1,5,600,"Increase: P.Crit.Rate  with 15%, P.Crit.Dmg with 20%, Speed +5",80,6.5kk,1kk,,,Elf
85,Saints Presence,warrior_saints_presence,physical buff,,,0,0,self/single,1,5,600,"Increase: P.Crit.Rate  with 20%, P.Crit.Dmg with 25%, Speed +7",100,0,50kk,,,Elf
,,,,,,,,,,,,,,,,,,,--------------------------- Slash----------------------------
76,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4500 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",80,6.5kk,1kk,,,Human
77,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4600 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",82,11kk,1kk,,,Human
78,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4700 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",84,16kk,1kk,,,Human
79,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4800 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",86,80kk,1kk,,,Human
80,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4900 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",88,0,5kk,,,Human
81,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5050 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",90,0,7.5kk,,,Human
82,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5200 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",92,0,10kk,,,Human
83,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5350 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",95,0,15kk,,,Human
84,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5500 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",98,0,30kk,,,Human
85,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5650 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",100,0,50kk,,,Human
86,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5800 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",102,0,75kk,,,Human
87,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5950 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",104,0,100kk,,,Human
88,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6100 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",106,0,100kk,,,Human
89,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6300 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",108,0,100kk,,,Human
90,Slash,warrior_human_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6500 power, Decrease P.Def of Enemy with 25%, Cannot be blocked, Can double;",110,0,100kk,,,Human
,,,,,,,,,,,,,,,,,,,--------------------------- Slash----------------------------
76,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4500 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",80,6.5kk,1kk,,,Demon
77,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4600 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",82,11kk,1kk,,,Demon
78,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4700 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",84,16kk,1kk,,,Demon
79,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4800 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",86,80kk,1kk,,,Demon
80,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4900 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",88,0,5kk,,,Demon
81,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5050 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",90,0,7.5kk,,,Demon
82,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5200 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",92,0,10kk,,,Demon
83,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5350 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",95,0,15kk,,,Demon
84,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5500 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",98,0,30kk,,,Demon
85,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5650 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",100,0,50kk,,,Demon
